name,datetime,temp,feelslike,dew,humidity,precip,precipprob,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,conditions,icon,stations
"-22.846597372875394, -42.63389168107096",2023-11-11T23:00:00,23.1,23.1,21.5,90.54,0,23.8,,0,0,2.2,1.9,62.4,1010.3,24.6,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T00:00:00,23.1,23.1,21.4,90.17,0,23.8,,0,0,1.1,0.7,73.8,1010,14.2,24.1,0,0,0,5,Clear,clear-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T01:00:00,22.9,22.9,21.3,90.53,0,23.8,,0,0,1.3,1.1,57.5,1009.3,32.1,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T02:00:00,22.9,22.9,21.3,90.89,0,23.8,,0,0,1.6,1.4,41.3,1008.7,50,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T03:00:00,22.8,22.8,21.3,91.26,0,23.8,,0,0,1.8,1.8,25,1008,67.9,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T04:00:00,23.2,23.2,21.4,89.44,0,9.5,,0,0,1.8,1.7,58.6,1008.3,65.8,24.1,5.3,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T05:00:00,23.6,23.6,21.4,87.67,0,9.5,,0,0,1.8,1.6,92.2,1008.7,63.7,24.1,10.7,0.1,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T06:00:00,24.1,24.1,21.6,85.94,0,9.5,,0,0,1.8,1.4,125.8,1009,61.6,24.1,16,0.1,0,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T07:00:00,25.8,25.8,21.4,77.18,0,9.5,,0,0,3.7,3.1,159.3,1009.7,69.4,24.1,136.7,0.5,1,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T08:00:00,27.5,29.6,21.4,69.39,0,9.5,,0,0,5.6,4.8,192.7,1010.3,77.2,24.1,257.3,1,3,3,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T09:00:00,29.2,31.7,21.3,62.47,0,9.5,,0,0,7.6,6.5,226.2,1011,85,24.1,378,1.4,4,3,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T10:00:00,31,33.9,21.2,56.12,0,19,,0,0,6.8,6.1,244.2,1010.7,74.9,24.1,505,1.8,5,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T11:00:00,32.8,36.1,21.2,50.48,0,19,,0,0,6.1,5.8,262.1,1010.3,64.8,24.1,632,2.3,6,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T12:00:00,34.7,38.3,21.2,45.46,0.1,19,rain,0,0,5.4,5.4,280.1,1010,54.7,24.1,759,2.7,8,30,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T13:00:00,31.7,34.7,21.2,53.7,0,19,,0,0,6.8,5.8,244.6,1009.7,50.8,24.1,625,2.2,6,3,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T14:00:00,28.7,31.1,21.2,63.67,0,19,,0,0,8.3,6.1,209.2,1009.3,46.9,24.1,491,1.8,5,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T15:00:00,25.8,25.8,21.2,75.77,0,19,,0,0,9.7,6.5,173.7,1009,43,24.1,357,1.3,4,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-12T16:00:00,25.1,25.1,21.5,80.45,0,57.1,rain,0,0,8,6,162.5,1009.3,53.8,17.3,329.7,1.2,3,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T17:00:00,24.4,24.4,21.8,85.44,0,57.1,rain,0,0,6.4,5.5,151.3,1009.7,64.7,10.5,302.3,1.1,3,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T18:00:00,23.7,23.7,22.1,90.76,1.8,57.1,rain,0,0,4.7,5,140.1,1010,75.5,3.7,275,1,3,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T19:00:00,23.3,23.3,21.9,92.04,0,57.1,rain,0,0,4.3,4.7,211.3,1010.3,55.6,10.5,183.3,0.7,0,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T20:00:00,22.9,22.9,21.7,93.34,0,57.1,rain,0,0,4,4.3,282.5,1010.7,35.8,17.3,91.7,0.3,0,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T21:00:00,22.5,22.5,21.6,94.66,2.3,57.1,rain,0,0,3.6,4,353.7,1011,15.9,24.1,0,0,0,5,Rain,rain,
"-22.846597372875394, -42.63389168107096",2023-11-12T22:00:00,22.5,22.5,21.5,94.47,0,19,,0,0,3.5,3.7,253.3,1010.7,13.2,24.1,0,0,0,5,Clear,clear-night,
"-22.846597372875394, -42.63389168107096",2023-11-12T23:00:00,22.5,22.5,21.5,94.27,0,19,,0,0,3.4,3.5,153,1010.3,10.5,24.1,0,0,0,5,Clear,clear-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T00:00:00,22.5,22.5,21.5,94.08,0,19,,0,0,3.2,3.2,52.6,1010,7.8,24.1,0,0,0,5,Clear,clear-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T01:00:00,22.4,22.4,21.4,94.46,0,19,,0,0,2.5,2.5,145.8,1009.7,22.6,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T02:00:00,22.3,22.3,21.4,94.85,0,19,,0,0,1.8,1.8,238.9,1009.3,37.3,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T03:00:00,22.2,22.2,21.4,95.23,0,19,,0,0,1.1,1.1,332.1,1009,52.1,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T04:00:00,22.4,22.4,21.5,94.47,0,28.6,,0,0,1.6,1.3,293.8,1010,49.2,24.1,5.7,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T05:00:00,22.7,22.7,21.6,93.71,0,28.6,,0,0,2,1.6,255.5,1011,46.4,24.1,11.3,0.1,0,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T06:00:00,23,23,21.8,92.96,0.1,28.6,rain,0,0,2.5,1.8,217.2,1012,43.5,24.1,17,0.1,0,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T07:00:00,25.1,25.1,21.9,82.62,0,28.6,,0,0,4.4,3.7,225.8,1012,30.7,24.1,173.3,0.6,2,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T08:00:00,27.2,29.6,22.1,73.57,0,28.6,,0,0,6.4,5.6,234.3,1012,17.8,24.1,329.7,1.2,3,3,Clear,clear-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T09:00:00,29.4,32.7,22.3,65.65,0.1,28.6,rain,0,0,8.3,7.6,242.9,1012,5,24.1,486,1.7,5,30,Clear,clear-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T10:00:00,30.4,33.8,21.9,60.62,0,28.6,,0,0,9,9,228.2,1011.7,8.2,24.1,647,2.3,6,30,Clear,clear-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T11:00:00,31.5,34.8,21.7,56.01,0,28.6,,0,0,9.7,10.4,213.5,1011.3,11.5,24.1,808,2.9,8,30,Clear,clear-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T12:00:00,32.6,35.9,21.4,51.77,0,28.6,,0,0,10.4,11.9,198.8,1011,14.7,24.1,969,3.5,10,30,Clear,clear-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T13:00:00,32,35.1,21.2,52.91,0,28.6,,0,0,10.7,11.8,193.8,1010.7,41.5,24.1,942,3.4,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T14:00:00,31.4,34.2,21,54.08,0,28.6,,0,0,10.9,11.6,188.8,1010.3,68.4,24.1,915,3.3,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-13T15:00:00,30.9,33.4,20.9,55.29,0,28.6,,0,0,11.2,11.5,183.8,1010,95.2,24.1,888,3.2,9,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-13T16:00:00,28.7,31.1,21.2,63.93,0,76.2,rain,0,0,11.9,10.4,197.5,1011,66.9,24.1,694,2.5,7,3,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T17:00:00,26.6,26.6,21.6,74.07,0,76.2,rain,0,0,12.6,9.4,211.2,1012,38.7,24.1,500,1.8,5,3,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T18:00:00,24.5,24.5,22,85.98,0.2,76.2,rain,0,0,13.3,8.3,224.9,1013,10.4,24.1,306,1.1,3,3,Rain,rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T19:00:00,23.8,23.8,21.9,89.31,0,76.2,rain,0,0,9.6,6.4,241.6,1013.7,32,24.1,204,0.7,0,3,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T20:00:00,23.1,23.1,21.9,92.78,0,76.2,rain,0,0,5.9,4.4,258.3,1014.3,53.7,24.1,102,0.4,0,3,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T21:00:00,22.5,22.5,21.9,96.41,0,76.2,rain,0,0,2.2,2.5,275,1015,75.3,24.1,0,0,0,3,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-13T22:00:00,22.6,22.6,21.9,96.02,0,33.3,,0,0,2.4,2.4,281.4,1015,83.5,24.1,0,0,0,3,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-13T23:00:00,22.7,22.7,21.9,95.64,0,33.3,,0,0,2.6,2.3,287.8,1015,91.8,24.1,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T00:00:00,22.8,22.8,22,95.25,0.1,33.3,rain,0,0,2.9,2.2,294.2,1015,100,24.1,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T01:00:00,22.9,22.9,21.9,94.29,0,33.3,,0,0,3.2,2.5,306.2,1014.3,100,24.1,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T02:00:00,22.9,22.9,21.8,93.34,0,33.3,,0,0,3.6,2.9,318.3,1013.7,99.9,24.1,0,0,0,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T03:00:00,23.1,23.1,21.8,92.4,0,33.3,,0,0,4,3.2,330.3,1013,99.9,24.1,0,0,0,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T04:00:00,23.2,23.2,21.7,91.1,0,9.5,,0,0,4,3.2,225.5,1013.3,94.9,24.1,1.7,0,0,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T05:00:00,23.3,23.3,21.6,89.82,0,9.5,,0,0,4,3.2,120.8,1013.7,90,24.1,3.3,0,0,3,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-14T06:00:00,23.5,23.5,21.5,88.55,0,9.5,,0,0,4,3.2,16,1014,85,24.1,5,0,0,5,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-14T07:00:00,25.3,25.3,21.3,78.54,0,9.5,,0,0,5.5,4.2,36.6,1013.7,90,24.1,145,0.5,1,3,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-14T08:00:00,27.2,29.1,21.2,69.77,0,9.5,,0,0,7.1,5.2,57.1,1013.3,95,24.1,285,1,3,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T09:00:00,29.1,31.4,21.1,62.07,0,9.5,,0,0,8.6,6.1,77.7,1013,100,24.1,425,1.5,4,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T10:00:00,30.6,33.2,21,56.82,0,19,,0,0,9.4,7.1,85.2,1011.7,100,24.1,587,2.1,6,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T11:00:00,32.1,35,21,52.06,0,19,,0,0,10.1,8,92.8,1010.3,100,24.1,749,2.7,7,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T12:00:00,33.6,36.7,21,47.75,0,19,,0,0,10.8,9,100.3,1009,100,24.1,911,3.3,9,30,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T13:00:00,33.9,37.5,21.2,47.47,0,19,,0,0,10.7,8.5,99.7,1008,98.9,24.1,878.3,3.2,9,30,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T14:00:00,34.4,38.2,21.5,47.18,0,19,,0,0,10.6,8,99,1007,97.7,24.1,845.7,3,8,30,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T15:00:00,34.8,39,21.8,46.9,0,19,,0,0,10.4,7.6,98.4,1006,96.6,24.1,813,2.9,8,60,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T16:00:00,32.3,36.4,22.2,55.19,0,57.1,rain,0,0,10.3,7.6,97.7,1006,88,24.1,643.7,2.3,6,15,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T17:00:00,29.9,33.7,22.6,65.1,0,57.1,rain,0,0,10.2,7.6,96.9,1006,79.4,24.1,474.3,1.7,5,8,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T18:00:00,27.5,30.4,23.1,76.96,0,57.1,rain,0,0,10.1,7.6,96.2,1006,70.8,24.1,305,1.1,3,15,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T19:00:00,26.5,26.5,22.6,79.19,0,57.1,rain,0,0,9,7,82,1006,77.3,24.1,203.3,0.7,0,15,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T20:00:00,25.6,25.6,22.2,81.51,0,57.1,rain,0,0,7.9,6.4,67.9,1006,83.9,24.1,101.7,0.4,0,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T21:00:00,24.7,24.7,21.8,83.92,0,57.1,rain,0,0,6.8,5.8,53.7,1006,90.4,24.1,0,0,0,5,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-14T22:00:00,24.6,24.6,21.5,83.23,0,33.3,,0,0,5.6,4.8,117.5,1006.3,93.6,24.1,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-14T23:00:00,24.5,24.5,21.3,82.54,0,33.3,,0,0,4.4,3.8,181.4,1006.7,96.8,24.1,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T00:00:00,24.4,24.4,21.1,81.86,0,33.3,,0,0,3.2,2.9,245.2,1007,100,24.1,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T01:00:00,24.5,24.5,20.9,80.71,0,33.3,,0,0,4.2,4.2,174.2,1006.3,91.9,24.1,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T02:00:00,24.6,24.6,20.8,79.57,0,33.3,,0,0,5.2,5.5,103.1,1005.7,83.7,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-15T03:00:00,24.7,24.7,20.7,78.45,0,33.3,,0,0,6.1,6.8,32.1,1005,75.6,24.1,0,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-15T04:00:00,25.1,25.1,20.7,76.6,0,19,,0,0,6.2,6.5,31.5,1005,83.7,24.1,6,0,0,5,Partially cloudy,partly-cloudy-night,
"-22.846597372875394, -42.63389168107096",2023-11-15T05:00:00,25.5,25.5,20.7,74.79,0,19,,0,0,6.4,6.1,30.9,1005,91.9,24.1,12,0.1,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T06:00:00,25.9,25.9,20.7,73.04,0,19,,0,0,6.5,5.8,30.3,1005,100,24.1,18,0.1,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T07:00:00,29,30.7,19.9,58.1,0,19,,0,0,10.1,7,128.1,1005,100,24.1,171.7,0.6,2,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T08:00:00,32.1,33.7,19.2,46.4,0,19,,0,0,13.7,8.2,226,1005,99.9,24.1,325.3,1.2,3,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T09:00:00,35.3,36.8,18.5,37.2,0,19,,0,0,17.3,9.4,323.8,1005,99.9,24.1,479,1.7,5,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T10:00:00,37.1,38.5,17.7,31.98,0,28.6,,0,0,19.8,9.8,302.8,1004.3,94,24.1,635.7,2.3,6,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T11:00:00,38.9,40.2,16.9,27.53,0,28.6,,0,0,22.3,10.3,281.9,1003.7,88,24.1,792.3,2.8,8,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-15T12:00:00,40.8,41.8,16.1,23.72,0,28.6,,0,0,24.8,10.8,260.9,1003,82.1,24.1,949,3.4,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-15T13:00:00,40.2,41.4,16.4,24.92,0,28.6,,0,0,23.4,12.7,234.5,1002.3,61.9,24.1,923.3,3.3,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-15T14:00:00,39.6,40.9,16.7,26.18,0,28.6,,0,0,22,14.6,208,1001.7,41.7,24.1,897.7,3.2,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-15T15:00:00,39.1,40.4,17,27.51,0.1,28.6,rain,0,0,20.5,16.6,181.6,1001,21.5,24.1,872,3.1,9,10,Partially cloudy,partly-cloudy-day,
"-22.846597372875394, -42.63389168107096",2023-11-15T16:00:00,34.7,36.1,18.4,38.3,0,66.7,rain,0,0,21.4,12.8,180.9,1003,16.3,24.1,651,2.3,7,3,Rain,rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T17:00:00,30.3,32.1,19.8,53.68,0,66.7,rain,0,0,22.2,9.1,180.2,1005,11,24.1,430,1.6,4,3,Rain,rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T18:00:00,25.9,25.9,21.3,75.78,0.2,66.7,rain,0,0,23,5.4,179.5,1007,5.8,24.1,209,0.8,2,5,Rain,rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T19:00:00,25.3,25.3,21.4,79.18,0,66.7,rain,0,0,16.3,4.6,206.7,1007.7,37.2,24.1,139.3,0.5,0,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T20:00:00,24.7,24.7,21.5,82.74,0,66.7,rain,0,0,9.6,3.7,233.9,1008.3,68.6,24.1,69.7,0.3,0,5,"Rain, Partially cloudy",rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T21:00:00,24.1,24.1,21.7,86.47,0,66.7,rain,0,0,2.9,2.9,261.1,1009,100,24.1,0,0,0,5,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-15T22:00:00,23.9,23.9,21.9,88.59,0,42.9,,0,0,4.3,2.4,236.6,1009,100,24,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-15T23:00:00,23.7,23.7,22.1,90.76,0,42.9,,0,0,5.8,1.9,212.1,1009,100,24,0,0,0,5,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T00:00:00,23.6,23.6,22.4,92.99,0.2,42.9,rain,0,0,7.2,1.4,187.6,1009,100,23.9,0,0,0,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T01:00:00,22.9,22.9,21.7,92.96,0,42.9,,0,0,11.9,5,186,1009,100,22.9,0,0,0,3,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T02:00:00,22.3,22.3,21.1,92.93,0,42.9,,0,0,16.6,8.6,184.4,1009,100,22,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T03:00:00,21.7,21.7,20.5,92.89,0.4,42.9,rain,0,0,21.2,12.2,182.8,1009,100,21,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T04:00:00,21.5,21.5,20.3,92.89,0,23.8,,0,0,17.2,9.4,207.8,1009.7,100,22,0.7,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T05:00:00,21.3,21.3,20.1,92.88,0,23.8,,0,0,13.1,6.5,232.8,1010.3,100,23.1,1.3,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T06:00:00,21.2,21.2,20,92.87,0.8,23.8,rain,0,0,9,3.6,257.8,1011,100,24.1,2,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T07:00:00,21.3,21.3,19.9,91.54,0,23.8,,0,0,8.5,3.8,261.1,1011.3,100,24.1,16.3,0.1,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T08:00:00,21.4,21.4,19.8,90.24,0,23.8,,0,0,8,4.1,264.4,1011.7,100,24.1,30.7,0.1,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T09:00:00,21.6,21.6,19.7,88.95,0.3,23.8,rain,0,0,7.6,4.3,267.7,1012,100,24.1,45,0.2,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T10:00:00,21.9,21.9,19.6,86.44,0,33.3,,0,0,8.6,5.8,240.8,1012,100,24.1,81.3,0.3,1,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T11:00:00,22.3,22.3,19.5,84.01,0,33.3,,0,0,9.7,7.2,213.8,1012,100,24.1,117.7,0.5,1,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T12:00:00,22.7,22.7,19.4,81.65,0.2,33.3,rain,0,0,10.8,8.6,186.9,1012,100,24.1,154,0.6,2,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T13:00:00,22.3,22.3,18.7,80.09,0,33.3,,0,0,11.3,8.6,183,1011.7,99.6,24.1,149.3,0.6,1,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T14:00:00,22,22,18.1,78.55,0,33.3,,0,0,11.8,8.6,179,1011.3,99.3,24.1,144.7,0.5,1,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T15:00:00,21.7,21.7,17.5,77.03,0.1,33.3,rain,0,0,12.2,8.6,175.1,1011,98.9,24.1,140,0.5,1,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T16:00:00,21.5,21.5,17.6,78.32,0,47.6,rain,0,0,9.4,6.5,183.2,1011.3,99.3,24.1,115.3,0.4,1,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T17:00:00,21.4,21.4,17.7,79.63,0,47.6,rain,0,0,6.5,4.3,191.4,1011.7,99.6,24.1,90.7,0.3,1,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T18:00:00,21.3,21.3,17.9,80.96,0,47.6,rain,0,0,3.6,2.2,199.5,1012,100,24.1,66,0.2,1,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T19:00:00,21.1,21.1,18,82.82,0,47.6,rain,0,0,3.5,2.5,251.7,1012.7,100,24.1,44,0.1,0,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T20:00:00,20.9,20.9,18.2,84.73,0,47.6,rain,0,0,3.4,2.9,303.9,1013.3,100,24.1,22,0.1,0,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T21:00:00,20.7,20.7,18.4,86.68,0.2,47.6,rain,0,0,3.2,3.2,356.1,1014,100,24.1,0,0,0,10,"Rain, Overcast",rain,
"-22.846597372875394, -42.63389168107096",2023-11-16T22:00:00,20.6,20.6,18.3,86.85,0,28.6,,0,0,3,2.9,250.3,1014,100,24.1,0,0,0,10,Overcast,cloudy,
"-22.846597372875394, -42.63389168107096",2023-11-16T23:00:00,20.5,20.5,18.2,87.03,0,28.6,,0,0,2.8,2.5,144.5,1014,100,24.1,0,0,0,10,Overcast,cloudy,
